id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
2955,34,63,42,Black,Sugarcane,21,15,40,17-17-17
2956,33,66,34,Red,Paddy,15,15,7,Urea
2957,37,59,45,Clayey,Millets,35,19,40,20-20
2958,29,71,38,Clayey,Ground Nuts,40,19,39,DAP
2959,33,51,52,Red,Cotton,20,3,29,DAP
2960,37,59,28,Sandy,Cotton,41,19,3,14-35-14
2961,37,61,40,Loamy,Tobacco,26,9,41,20-20
2962,30,65,30,Black,Millets,13,4,26,20-20
2963,26,66,55,Clayey,Sugarcane,15,7,1,Urea
2964,30,58,50,Red,Sugarcane,35,3,39,DAP
2965,36,64,27,Loamy,Ground Nuts,42,5,18,14-35-14
2966,28,54,25,Black,Oil seeds,37,18,38,20-20
2967,34,65,35,Loamy,Ground Nuts,26,12,1,DAP
2968,28,66,38,Loamy,Cotton,8,18,31,10-26-26
2969,31,56,30,Black,Paddy,9,8,10,20-20
2970,38,66,35,Loamy,Sugarcane,16,1,7,10-26-26
2971,33,60,30,Loamy,Pulses,16,13,42,10-26-26
2972,28,51,64,Loamy,Oil seeds,12,0,7,Urea
2973,34,54,51,Black,Pulses,23,4,29,28-28
2974,36,55,64,Loamy,Millets,35,19,24,20-20
2975,29,59,64,Red,Wheat,11,12,36,20-20
2976,25,59,35,Red,Ground Nuts,20,17,42,Urea
2977,37,51,28,Black,Tobacco,24,9,33,DAP
2978,25,50,53,Sandy,Barley,19,12,28,28-28
2979,29,50,38,Black,Barley,39,1,14,Urea
2980,35,60,52,Loamy,Sugarcane,21,3,25,28-28
2981,34,60,52,Red,Millets,25,12,28,10-26-26
2982,32,68,51,Red,Sugarcane,23,18,38,20-20
2983,38,66,60,Sandy,Ground Nuts,15,16,26,10-26-26
2984,34,66,41,Loamy,Sugarcane,29,12,23,17-17-17
2985,34,53,34,Black,Millets,29,16,20,10-26-26
2986,29,64,57,Loamy,Pulses,5,13,4,28-28
2987,34,71,37,Clayey,Cotton,17,12,4,20-20
2988,28,56,46,Black,Pulses,25,9,16,Urea
2989,36,63,30,Black,Ground Nuts,38,14,34,DAP
2990,31,66,60,Clayey,Cotton,4,13,36,DAP
2991,38,56,41,Clayey,Ground Nuts,20,19,36,17-17-17
2992,26,63,59,Clayey,Cotton,25,15,16,14-35-14
2993,31,63,58,Loamy,Barley,24,5,4,28-28
2994,31,53,47,Red,Tobacco,38,4,32,Urea
2995,31,70,49,Loamy,Barley,38,6,40,DAP
2996,28,69,62,Red,Wheat,34,2,29,17-17-17
2997,29,69,53,Black,Cotton,40,15,31,DAP
2998,30,51,27,Sandy,Oil seeds,22,1,40,DAP
2999,34,69,47,Black,Barley,8,2,40,10-26-26
3000,33,66,44,Black,Pulses,4,19,26,20-20
3001,33,53,39,Loamy,Pulses,33,9,33,Urea
3002,32,55,35,Red,Paddy,28,4,20,17-17-17
3003,28,71,33,Clayey,Millets,38,7,23,DAP
3004,36,58,45,Clayey,Oil seeds,15,10,8,Urea
3005,36,52,54,Sandy,Pulses,5,10,41,17-17-17
3006,26,59,54,Sandy,Ground Nuts,30,10,23,28-28
3007,32,60,65,Clayey,Ground Nuts,13,16,40,28-28
3008,25,72,51,Loamy,Wheat,28,7,33,Urea
3009,27,52,54,Red,Sugarcane,30,10,14,20-20
3010,28,69,44,Sandy,Barley,37,15,40,28-28
3011,37,59,56,Red,Sugarcane,21,2,0,28-28
3012,35,71,35,Clayey,Ground Nuts,14,3,7,20-20
3013,25,71,55,Black,Millets,39,0,17,Urea
3014,30,58,49,Clayey,Ground Nuts,22,13,37,14-35-14
3015,30,57,29,Loamy,Millets,42,17,13,28-28
3016,27,72,58,Sandy,Sugarcane,36,8,21,14-35-14
3017,36,51,26,Loamy,Oil seeds,11,11,10,17-17-17
3018,36,66,36,Red,Paddy,27,19,26,14-35-14
3019,25,72,48,Black,Cotton,15,15,10,28-28
3020,38,56,39,Loamy,Barley,6,18,2,28-28
3021,29,67,26,Loamy,Barley,11,15,33,17-17-17
3022,27,67,45,Red,Cotton,30,9,35,17-17-17
3023,27,71,55,Black,Wheat,39,8,32,14-35-14
3024,27,64,31,Clayey,Cotton,20,4,4,10-26-26
3025,34,50,62,Black,Paddy,23,8,15,17-17-17
3026,38,52,47,Loamy,Millets,6,13,23,14-35-14
3027,30,54,43,Clayey,Sugarcane,21,13,6,20-20
3028,35,53,30,Black,Paddy,20,1,29,17-17-17
3029,33,61,48,Loamy,Pulses,9,17,1,17-17-17
3030,31,57,57,Clayey,Oil seeds,31,2,18,Urea
3031,35,51,31,Sandy,Oil seeds,37,3,0,28-28
3032,29,69,33,Loamy,Pulses,8,5,29,28-28
3033,30,61,60,Black,Millets,33,8,41,17-17-17
3034,25,60,53,Sandy,Barley,37,0,9,20-20
3035,26,57,65,Loamy,Ground Nuts,29,5,24,20-20
3036,28,52,58,Loamy,Tobacco,25,9,4,14-35-14
3037,34,50,26,Sandy,Maize,31,9,36,28-28
3038,27,69,35,Clayey,Millets,25,18,40,20-20
3039,34,55,63,Black,Pulses,36,4,33,14-35-14
3040,28,70,34,Black,Cotton,5,12,18,14-35-14
3041,34,53,59,Sandy,Sugarcane,41,1,35,20-20
3042,36,57,35,Clayey,Cotton,27,17,14,17-17-17
3043,32,65,48,Red,Millets,41,8,22,14-35-14
3044,29,56,33,Sandy,Maize,27,4,8,10-26-26
3045,34,59,64,Sandy,Tobacco,18,11,1,28-28
3046,33,54,58,Sandy,Pulses,42,2,41,Urea
3047,36,62,40,Clayey,Cotton,21,2,37,28-28
3048,32,55,31,Red,Ground Nuts,41,13,29,14-35-14
3049,25,69,31,Sandy,Millets,33,3,7,DAP
3050,34,71,47,Sandy,Paddy,14,16,38,20-20
3051,37,56,44,Red,Maize,23,12,25,28-28
3052,26,66,39,Black,Cotton,24,18,5,DAP
3053,25,55,39,Clayey,Paddy,14,18,19,20-20
3054,31,70,57,Black,Oil seeds,17,17,26,20-20
3055,38,68,42,Black,Ground Nuts,21,17,22,20-20
3056,38,60,64,Red,Oil seeds,40,11,13,DAP
3057,37,58,38,Clayey,Cotton,32,16,9,10-26-26
3058,26,50,39,Clayey,Maize,28,3,27,17-17-17
3059,35,59,37,Sandy,Sugarcane,19,1,11,10-26-26
3060,32,67,27,Loamy,Cotton,24,1,25,14-35-14
3061,26,58,41,Red,Pulses,23,18,8,10-26-26
3062,31,71,38,Sandy,Tobacco,22,8,21,20-20
3063,25,53,36,Sandy,Oil seeds,7,13,31,Urea
3064,35,57,38,Loamy,Cotton,40,14,26,14-35-14
3065,25,62,62,Red,Pulses,12,13,5,DAP
3066,37,51,46,Sandy,Pulses,16,2,39,10-26-26
3067,37,64,34,Loamy,Paddy,24,19,16,28-28
3068,35,61,39,Loamy,Tobacco,8,12,21,DAP
3069,32,63,60,Loamy,Ground Nuts,37,13,38,14-35-14
3070,33,71,35,Clayey,Ground Nuts,27,19,16,10-26-26
3071,29,52,49,Sandy,Tobacco,16,9,10,17-17-17
3072,27,65,51,Sandy,Paddy,15,19,7,14-35-14
3073,35,61,26,Red,Cotton,42,0,26,14-35-14
3074,29,52,57,Red,Paddy,22,10,31,10-26-26
3075,26,59,28,Sandy,Millets,38,11,39,10-26-26
3076,30,67,44,Black,Barley,19,2,14,20-20
3077,38,70,46,Sandy,Paddy,35,2,37,28-28
3078,34,61,44,Clayey,Pulses,24,2,14,17-17-17
3079,29,59,60,Black,Barley,40,12,42,10-26-26
3080,33,67,64,Black,Cotton,5,6,27,DAP
3081,32,60,43,Sandy,Maize,20,13,17,10-26-26
3082,29,50,43,Black,Wheat,19,2,11,28-28
3083,36,66,45,Clayey,Ground Nuts,17,5,5,DAP
3084,33,55,48,Red,Cotton,14,1,25,14-35-14
3085,31,61,59,Loamy,Ground Nuts,28,2,9,14-35-14
3086,32,62,33,Clayey,Pulses,5,15,23,Urea
3087,34,69,34,Black,Paddy,37,0,5,DAP
3088,28,60,27,Clayey,Wheat,21,8,3,10-26-26
3089,38,72,44,Sandy,Wheat,37,7,27,10-26-26
3090,27,64,34,Clayey,Sugarcane,32,12,26,DAP
3091,30,65,42,Loamy,Sugarcane,39,12,12,10-26-26
3092,31,61,35,Loamy,Cotton,36,0,0,Urea
3093,35,65,44,Red,Sugarcane,33,13,39,28-28
3094,31,50,52,Loamy,Maize,22,1,30,28-28
3095,27,58,48,Black,Ground Nuts,13,2,6,14-35-14
3096,36,72,42,Clayey,Tobacco,38,13,11,DAP
3097,25,52,28,Red,Ground Nuts,11,17,23,Urea
3098,28,65,29,Clayey,Millets,9,1,15,DAP
3099,29,64,64,Loamy,Pulses,27,1,20,17-17-17
3100,29,51,56,Sandy,Ground Nuts,33,4,2,Urea
3101,25,59,29,Loamy,Oil seeds,25,17,8,Urea
3102,34,59,35,Loamy,Maize,8,8,18,Urea
3103,33,54,40,Sandy,Pulses,25,6,32,28-28
3104,31,58,43,Sandy,Tobacco,37,6,12,20-20
3105,28,67,54,Clayey,Maize,42,8,15,10-26-26
3106,29,71,38,Sandy,Ground Nuts,41,0,20,20-20
3107,28,69,38,Clayey,Barley,7,14,35,10-26-26
3108,36,68,28,Red,Tobacco,22,7,2,DAP
3109,30,63,64,Black,Cotton,20,18,32,17-17-17
3110,27,51,32,Black,Ground Nuts,15,12,36,17-17-17
3111,28,71,44,Loamy,Millets,34,19,6,28-28
3112,34,59,34,Clayey,Millets,26,3,30,14-35-14
3113,29,55,33,Clayey,Maize,4,15,11,DAP
3114,28,64,62,Sandy,Pulses,4,15,40,28-28
3115,28,59,52,Red,Cotton,19,6,38,28-28
3116,35,56,52,Loamy,Barley,19,2,12,10-26-26
3117,36,53,60,Black,Paddy,25,14,4,Urea
3118,25,67,25,Clayey,Cotton,24,17,39,20-20
3119,30,61,65,Black,Barley,17,18,4,14-35-14
3120,31,71,58,Black,Pulses,23,14,40,14-35-14
3121,38,62,47,Loamy,Tobacco,41,0,22,Urea
3122,25,70,38,Loamy,Oil seeds,32,1,29,17-17-17
3123,31,57,59,Black,Wheat,16,16,40,17-17-17
3124,27,71,35,Loamy,Ground Nuts,33,12,16,17-17-17
3125,38,62,28,Sandy,Paddy,40,9,33,14-35-14
3126,32,56,60,Red,Millets,14,0,2,DAP
3127,28,70,36,Red,Barley,4,16,5,28-28
3128,33,71,60,Sandy,Barley,36,18,29,14-35-14
3129,28,71,32,Black,Sugarcane,37,7,30,10-26-26
3130,36,57,61,Red,Wheat,15,8,21,20-20
3131,33,60,35,Sandy,Paddy,23,13,33,17-17-17
3132,27,51,61,Loamy,Maize,30,15,30,Urea
3133,30,65,34,Loamy,Ground Nuts,29,7,23,14-35-14
3134,28,58,60,Black,Wheat,27,15,41,DAP
3135,30,63,49,Sandy,Millets,11,19,6,17-17-17
3136,29,59,56,Black,Ground Nuts,23,9,38,20-20
3137,36,68,46,Black,Millets,37,3,36,14-35-14
3138,30,60,57,Black,Paddy,24,0,1,14-35-14
3139,30,69,55,Loamy,Barley,35,7,26,14-35-14
3140,34,68,41,Sandy,Pulses,32,12,5,14-35-14
3141,34,50,61,Black,Millets,25,5,19,14-35-14
3142,37,63,56,Black,Maize,34,4,32,DAP
3143,38,52,27,Black,Sugarcane,23,7,1,Urea
3144,38,65,41,Clayey,Pulses,7,8,34,17-17-17
3145,27,66,52,Clayey,Paddy,31,0,6,28-28
3146,32,64,31,Black,Pulses,21,10,3,17-17-17
3147,25,65,35,Clayey,Paddy,22,1,5,14-35-14
3148,33,51,57,Loamy,Ground Nuts,16,11,9,10-26-26
3149,31,52,41,Loamy,Cotton,10,18,12,17-17-17
3150,37,70,39,Loamy,Pulses,17,4,39,14-35-14
3151,36,65,32,Loamy,Wheat,34,5,5,DAP
3152,29,68,32,Clayey,Ground Nuts,36,1,20,20-20
3153,38,63,34,Clayey,Millets,32,0,13,DAP
3154,33,64,27,Loamy,Tobacco,29,18,7,DAP
3155,37,68,26,Clayey,Ground Nuts,31,9,26,DAP
3156,38,51,39,Sandy,Ground Nuts,11,1,9,17-17-17
3157,31,61,38,Red,Tobacco,4,1,33,28-28
3158,35,58,41,Red,Millets,27,0,28,10-26-26
3159,38,54,49,Red,Millets,26,19,3,14-35-14
3160,33,53,26,Clayey,Sugarcane,25,5,34,17-17-17
3161,34,61,44,Sandy,Millets,27,0,26,28-28
3162,28,62,55,Loamy,Wheat,12,1,2,20-20
3163,35,56,53,Red,Cotton,29,11,13,17-17-17
3164,28,68,30,Black,Ground Nuts,32,7,13,10-26-26
3165,30,50,62,Clayey,Cotton,30,18,20,17-17-17
3166,37,50,61,Black,Barley,5,18,7,10-26-26
3167,25,57,57,Sandy,Sugarcane,31,1,26,Urea
3168,31,51,34,Black,Tobacco,18,4,32,DAP
3169,36,57,26,Red,Pulses,28,1,10,14-35-14
3170,31,53,27,Sandy,Cotton,19,0,20,10-26-26
3171,25,53,57,Sandy,Pulses,11,17,26,28-28
3172,29,52,30,Clayey,Sugarcane,12,5,32,17-17-17
3173,34,55,46,Clayey,Cotton,10,11,9,10-26-26
3174,26,52,52,Sandy,Cotton,41,10,11,14-35-14
3175,34,57,53,Loamy,Cotton,28,11,2,DAP
3176,34,68,63,Red,Maize,14,3,2,28-28
3177,30,62,50,Black,Maize,15,11,14,20-20
3178,32,55,42,Loamy,Tobacco,22,13,35,Urea
3179,29,53,35,Sandy,Paddy,40,2,18,Urea
3180,38,72,49,Black,Sugarcane,13,12,28,17-17-17
3181,35,71,36,Black,Wheat,34,5,30,Urea
3182,34,56,53,Red,Cotton,28,15,36,14-35-14
3183,26,53,48,Loamy,Ground Nuts,39,14,14,20-20
3184,31,59,56,Black,Sugarcane,21,16,27,14-35-14
3185,33,52,64,Red,Sugarcane,12,11,2,28-28
3186,25,51,36,Clayey,Wheat,41,15,23,DAP
3187,27,65,35,Sandy,Cotton,33,2,35,17-17-17
3188,35,57,50,Clayey,Millets,14,11,42,14-35-14
3189,38,58,31,Loamy,Ground Nuts,9,5,42,20-20
3190,37,62,51,Red,Tobacco,6,19,7,17-17-17
3191,31,63,43,Sandy,Millets,6,8,26,10-26-26
3192,25,69,31,Sandy,Ground Nuts,8,16,16,17-17-17
3193,36,58,45,Red,Oil seeds,7,13,5,DAP
3194,36,60,47,Black,Barley,9,11,7,28-28
3195,29,69,33,Clayey,Maize,16,3,6,14-35-14
3196,25,64,65,Black,Barley,13,5,9,28-28
3197,28,58,38,Sandy,Paddy,33,8,30,14-35-14
3198,38,66,40,Clayey,Maize,38,16,11,28-28
3199,35,72,39,Black,Ground Nuts,4,17,16,10-26-26
3200,37,52,57,Clayey,Tobacco,6,18,15,10-26-26
3201,26,66,42,Red,Maize,35,12,14,14-35-14
3202,28,66,53,Loamy,Cotton,28,12,24,28-28
3203,33,64,65,Sandy,Paddy,40,17,38,10-26-26
3204,30,64,64,Sandy,Wheat,13,19,2,Urea
3205,37,54,61,Loamy,Millets,40,12,9,28-28
3206,25,72,30,Red,Millets,40,7,31,20-20
3207,30,70,52,Clayey,Tobacco,27,6,40,DAP
3208,28,56,57,Clayey,Paddy,4,12,17,20-20
3209,34,69,25,Loamy,Cotton,32,2,20,14-35-14
3210,27,54,33,Loamy,Maize,21,2,7,10-26-26
3211,34,62,52,Loamy,Cotton,21,10,31,28-28
3212,33,55,34,Red,Sugarcane,25,11,30,Urea
3213,26,70,57,Clayey,Wheat,8,6,35,10-26-26
3214,30,53,64,Black,Tobacco,9,2,10,28-28
3215,31,66,64,Sandy,Barley,10,18,24,20-20
3216,30,72,50,Clayey,Maize,37,15,31,17-17-17
3217,37,55,40,Black,Paddy,37,14,10,14-35-14
3218,25,70,52,Black,Pulses,39,6,20,DAP
3219,35,63,50,Red,Tobacco,7,4,32,14-35-14
3220,30,59,52,Clayey,Barley,19,14,10,10-26-26
3221,30,64,63,Loamy,Wheat,30,18,18,20-20
3222,33,67,38,Clayey,Oil seeds,13,5,39,17-17-17
3223,36,65,61,Sandy,Sugarcane,28,8,28,DAP
3224,35,50,57,Sandy,Paddy,32,4,28,Urea
3225,38,52,30,Black,Paddy,10,19,14,20-20
3226,32,55,65,Loamy,Cotton,29,7,11,20-20
3227,38,71,50,Sandy,Ground Nuts,28,7,28,DAP
3228,25,70,49,Clayey,Oil seeds,23,14,17,17-17-17
3229,36,71,40,Black,Ground Nuts,32,12,26,20-20
3230,35,53,27,Black,Wheat,41,5,14,Urea
3231,36,51,45,Red,Millets,4,5,8,28-28
3232,36,72,59,Black,Millets,33,4,33,14-35-14
3233,37,60,55,Sandy,Pulses,6,9,31,10-26-26
3234,30,66,40,Loamy,Sugarcane,34,6,11,14-35-14
3235,33,52,39,Sandy,Oil seeds,32,18,31,Urea
3236,27,59,33,Sandy,Cotton,7,17,31,DAP
3237,26,65,29,Clayey,Maize,21,13,16,14-35-14
3238,36,70,49,Red,Wheat,11,12,6,10-26-26
3239,29,67,44,Red,Ground Nuts,35,2,3,17-17-17
3240,36,69,38,Clayey,Cotton,40,7,38,28-28
3241,32,65,46,Black,Paddy,25,2,27,14-35-14
3242,27,56,45,Black,Oil seeds,18,15,32,17-17-17
3243,36,72,25,Black,Paddy,20,2,36,20-20
3244,29,54,65,Red,Paddy,9,18,18,14-35-14
3245,26,52,33,Red,Barley,33,5,15,28-28
3246,31,58,27,Loamy,Oil seeds,29,6,31,17-17-17
3247,30,60,37,Black,Millets,38,18,24,DAP
3248,25,66,28,Red,Cotton,22,16,19,DAP
3249,37,67,58,Black,Ground Nuts,35,9,34,10-26-26
3250,29,66,43,Black,Wheat,16,12,27,Urea
3251,36,51,40,Sandy,Ground Nuts,36,18,3,28-28
3252,26,58,57,Sandy,Maize,27,14,7,DAP
3253,32,54,37,Clayey,Paddy,5,10,12,17-17-17
3254,38,63,36,Black,Paddy,14,14,36,14-35-14
3255,25,66,39,Sandy,Wheat,8,1,36,Urea
3256,28,51,41,Loamy,Ground Nuts,28,3,40,14-35-14
3257,29,60,50,Loamy,Cotton,9,17,5,17-17-17
3258,32,64,39,Sandy,Pulses,13,7,5,28-28
3259,26,66,48,Sandy,Sugarcane,15,13,5,10-26-26
3260,27,63,27,Sandy,Barley,42,15,41,DAP
3261,27,64,39,Black,Paddy,31,10,1,14-35-14
3262,29,71,57,Red,Oil seeds,40,12,4,28-28
3263,32,68,61,Black,Sugarcane,15,16,32,17-17-17
3264,28,71,28,Clayey,Cotton,16,16,6,17-17-17
3265,27,63,54,Sandy,Ground Nuts,32,16,32,14-35-14
3266,26,52,30,Loamy,Pulses,34,1,26,17-17-17
3267,29,60,51,Loamy,Paddy,6,18,32,20-20
3268,34,67,65,Loamy,Ground Nuts,4,8,4,10-26-26
3269,35,67,27,Loamy,Cotton,33,17,37,10-26-26
3270,32,59,33,Red,Wheat,26,7,40,17-17-17
3271,33,64,25,Loamy,Barley,19,17,34,10-26-26
3272,35,56,46,Loamy,Wheat,12,13,15,14-35-14
3273,37,55,28,Black,Maize,39,2,20,20-20
3274,27,65,59,Red,Paddy,38,11,36,Urea
3275,29,57,40,Loamy,Oil seeds,21,6,25,20-20
3276,36,65,59,Sandy,Maize,17,5,40,DAP
3277,31,63,26,Clayey,Maize,42,11,38,17-17-17
3278,35,65,64,Sandy,Paddy,25,2,31,Urea
3279,35,50,29,Clayey,Paddy,14,5,25,20-20
3280,37,66,53,Clayey,Paddy,5,2,12,DAP
3281,29,51,37,Sandy,Ground Nuts,36,11,28,10-26-26
3282,36,61,65,Loamy,Cotton,36,10,20,DAP
3283,30,57,27,Red,Pulses,16,17,17,14-35-14
3284,32,71,40,Sandy,Barley,28,8,35,20-20
3285,33,58,51,Loamy,Paddy,20,7,34,10-26-26
3286,30,64,44,Loamy,Pulses,41,4,17,20-20
3287,38,51,40,Sandy,Oil seeds,19,5,16,17-17-17
3288,38,59,43,Sandy,Pulses,20,18,19,14-35-14
3289,36,56,45,Black,Maize,40,3,37,10-26-26
3290,25,72,28,Clayey,Paddy,30,2,0,14-35-14
3291,38,50,38,Black,Tobacco,31,14,16,28-28
3292,35,60,63,Sandy,Millets,34,17,38,20-20
3293,27,65,57,Loamy,Millets,19,0,25,17-17-17
3294,32,64,51,Red,Ground Nuts,24,19,28,17-17-17
3295,31,50,60,Red,Paddy,38,19,42,17-17-17
3296,25,71,48,Sandy,Pulses,38,0,13,28-28
3297,25,61,41,Black,Sugarcane,18,11,41,10-26-26
3298,37,60,27,Black,Sugarcane,27,0,21,17-17-17
3299,33,67,65,Black,Barley,42,18,12,17-17-17
3300,35,61,48,Black,Sugarcane,42,0,35,17-17-17
3301,32,63,26,Clayey,Millets,33,7,31,17-17-17
3302,33,52,26,Red,Cotton,36,12,36,14-35-14
3303,25,55,27,Clayey,Oil seeds,37,0,35,20-20
3304,32,62,41,Red,Paddy,5,1,17,Urea
3305,27,67,46,Red,Tobacco,6,16,1,28-28
3306,27,67,62,Red,Sugarcane,38,17,15,Urea
3307,36,61,50,Sandy,Ground Nuts,27,9,35,Urea
3308,34,62,49,Clayey,Cotton,15,14,22,14-35-14
3309,32,61,32,Red,Millets,37,11,17,14-35-14
3310,25,55,37,Red,Ground Nuts,10,13,5,10-26-26
3311,30,54,41,Clayey,Tobacco,25,8,19,10-26-26
3312,27,53,43,Black,Barley,6,18,34,Urea
3313,30,59,58,Sandy,Sugarcane,26,0,37,28-28
3314,27,65,53,Clayey,Millets,13,1,16,20-20
3315,37,72,36,Black,Millets,8,12,19,Urea
3316,38,64,61,Sandy,Pulses,28,13,23,Urea
3317,25,55,49,Clayey,Oil seeds,20,4,27,20-20
3318,35,60,47,Sandy,Wheat,30,10,34,Urea
3319,36,67,40,Black,Ground Nuts,22,17,42,14-35-14
3320,32,64,59,Red,Ground Nuts,17,0,3,DAP
3321,35,70,46,Red,Wheat,40,17,33,17-17-17
3322,31,51,33,Red,Pulses,25,16,21,17-17-17
3323,31,51,65,Sandy,Cotton,18,8,26,20-20
3324,37,52,60,Red,Sugarcane,42,2,13,20-20
3325,28,66,26,Red,Maize,35,11,29,14-35-14
3326,32,70,48,Clayey,Oil seeds,28,0,32,10-26-26
3327,28,60,61,Black,Wheat,24,12,4,14-35-14
3328,26,50,44,Loamy,Ground Nuts,39,7,41,14-35-14
3329,37,62,52,Loamy,Wheat,24,8,1,28-28
3330,33,71,45,Loamy,Paddy,29,1,41,14-35-14
3331,25,64,46,Sandy,Wheat,14,10,7,14-35-14
3332,26,57,42,Black,Ground Nuts,7,0,23,10-26-26
3333,31,68,45,Clayey,Barley,17,11,29,17-17-17
3334,37,64,33,Red,Oil seeds,27,2,23,10-26-26
3335,36,69,52,Loamy,Paddy,30,6,36,14-35-14
3336,37,50,56,Clayey,Cotton,35,16,40,20-20
3337,38,59,48,Clayey,Ground Nuts,27,5,30,17-17-17
3338,28,56,25,Sandy,Millets,37,9,34,17-17-17
3339,25,55,56,Black,Paddy,14,14,31,17-17-17
3340,36,70,34,Loamy,Millets,16,18,27,10-26-26
3341,33,66,54,Sandy,Barley,21,11,11,Urea
3342,33,59,42,Sandy,Ground Nuts,11,0,19,28-28
3343,33,52,43,Clayey,Ground Nuts,27,17,5,10-26-26
3344,30,56,33,Red,Wheat,38,15,36,17-17-17
3345,28,66,47,Sandy,Millets,26,12,21,10-26-26
3346,26,52,42,Sandy,Oil seeds,7,7,18,DAP
3347,34,70,55,Red,Tobacco,41,19,17,20-20
3348,26,66,53,Clayey,Sugarcane,28,19,25,20-20
3349,31,70,47,Loamy,Tobacco,38,9,34,28-28
3350,37,54,27,Clayey,Paddy,11,8,16,DAP
3351,29,71,30,Loamy,Ground Nuts,26,12,35,Urea
3352,33,56,26,Sandy,Barley,17,1,23,20-20
3353,37,50,26,Sandy,Paddy,10,18,39,20-20
3354,36,54,28,Clayey,Maize,19,3,20,28-28
3355,26,63,41,Sandy,Paddy,7,19,36,14-35-14
3356,36,68,36,Black,Oil seeds,42,4,2,17-17-17
3357,38,68,64,Red,Paddy,40,10,3,28-28
3358,32,56,39,Red,Cotton,20,10,17,DAP
3359,31,62,62,Loamy,Maize,10,3,14,14-35-14
3360,33,66,29,Black,Wheat,11,16,20,20-20
3361,34,50,46,Black,Oil seeds,42,0,21,DAP
3362,30,62,25,Black,Barley,17,6,23,17-17-17
3363,27,59,65,Sandy,Cotton,20,10,30,10-26-26
3364,38,51,36,Black,Paddy,4,14,27,10-26-26
3365,29,58,57,Clayey,Paddy,22,7,3,14-35-14
3366,28,52,37,Red,Cotton,13,8,40,20-20
3367,27,62,55,Sandy,Wheat,26,16,37,10-26-26
3368,30,72,59,Black,Cotton,15,8,7,14-35-14
3369,31,72,53,Loamy,Millets,22,7,2,20-20
3370,25,57,42,Loamy,Wheat,33,13,35,DAP
3371,33,58,45,Sandy,Sugarcane,21,4,6,10-26-26
3372,27,51,41,Red,Barley,26,2,21,17-17-17
3373,29,67,27,Loamy,Pulses,27,11,17,17-17-17
3374,38,67,50,Black,Tobacco,38,16,28,20-20
3375,28,66,48,Sandy,Wheat,8,5,17,14-35-14
3376,29,70,59,Clayey,Barley,34,2,5,14-35-14
3377,32,63,39,Clayey,Paddy,27,9,19,28-28
3378,25,59,35,Clayey,Oil seeds,38,17,7,17-17-17
3379,29,54,53,Sandy,Pulses,11,8,38,10-26-26
3380,34,55,65,Red,Oil seeds,34,2,16,28-28
3381,35,72,44,Loamy,Pulses,10,16,22,DAP
3382,27,62,44,Clayey,Paddy,15,9,2,Urea
3383,30,59,40,Loamy,Oil seeds,38,0,10,10-26-26
3384,25,53,41,Red,Sugarcane,29,4,20,20-20
3385,25,63,35,Black,Barley,40,11,14,20-20
3386,33,62,51,Red,Tobacco,24,18,41,17-17-17
3387,30,50,44,Red,Ground Nuts,21,17,22,10-26-26
3388,30,58,60,Clayey,Pulses,19,10,29,14-35-14
3389,35,61,36,Sandy,Cotton,11,12,20,DAP
3390,37,58,31,Red,Millets,29,11,17,Urea
3391,34,67,31,Loamy,Tobacco,35,16,2,10-26-26
3392,32,71,28,Loamy,Tobacco,20,3,24,17-17-17
3393,33,56,39,Black,Cotton,13,6,22,Urea
3394,38,59,64,Red,Paddy,4,1,40,20-20
3395,30,71,64,Loamy,Maize,22,18,23,20-20
3396,29,70,47,Sandy,Cotton,35,14,2,28-28
3397,25,52,49,Loamy,Oil seeds,36,9,19,14-35-14
3398,36,65,46,Sandy,Millets,5,2,26,17-17-17
3399,37,58,64,Clayey,Ground Nuts,27,6,24,28-28
3400,33,63,52,Red,Oil seeds,17,14,17,28-28
3401,30,58,50,Red,Wheat,10,11,24,17-17-17
3402,33,57,47,Loamy,Oil seeds,42,4,11,28-28
3403,36,54,59,Sandy,Paddy,10,15,38,DAP
3404,29,59,34,Clayey,Pulses,36,8,30,17-17-17
3405,32,53,59,Sandy,Maize,24,4,26,28-28
3406,38,64,39,Sandy,Millets,29,13,9,20-20
3407,34,57,54,Sandy,Cotton,14,7,11,14-35-14
3408,26,53,40,Red,Barley,34,1,18,28-28
3409,31,51,49,Red,Paddy,7,15,28,17-17-17
3410,34,66,34,Clayey,Pulses,28,18,20,17-17-17
3411,33,67,59,Sandy,Maize,5,15,26,DAP
3412,35,56,47,Loamy,Sugarcane,28,6,8,17-17-17
3413,35,69,52,Black,Tobacco,23,6,8,14-35-14
3414,28,65,48,Black,Pulses,21,4,40,20-20
3415,29,71,39,Sandy,Millets,35,14,17,DAP
3416,26,58,55,Sandy,Barley,6,11,20,14-35-14
3417,31,50,49,Clayey,Tobacco,6,2,37,DAP
3418,37,56,61,Black,Oil seeds,17,9,3,14-35-14
3419,32,59,49,Loamy,Sugarcane,23,13,21,Urea
3420,28,63,52,Sandy,Barley,22,4,32,28-28
3421,29,54,42,Red,Pulses,41,11,6,14-35-14
3422,25,51,47,Clayey,Maize,42,2,3,17-17-17
3423,27,68,56,Red,Maize,18,7,11,14-35-14
